"Tabela 3218 - Domicílios particulares permanentes, por forma de abastecimento de água, segundo a existência de banheiro ou sanitário e esgotamento sanitário, o destino do lixo e a existência de energia elétrica"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Ano x Forma de abastecimento de água x Existência de banheiro ou sanitário e esgotamento sanitário"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"2010"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Tinham banheiro - de uso exclusivo do domicílio - rede geral de esgoto ou pluvial ou fossa séptica"
"1711951";"Lagoa do Tocantins (TO)";"Total";"Total";"28,92"
"1712009";"Lajeado (TO)";"Total";"Total";"38,08"
"1712157";"Lavandeira (TO)";"Total";"Total";"23,27"
"1712405";"Lizarda (TO)";"Total";"Total";"51,87"
"1712454";"Luzinópolis (TO)";"Total";"Total";"0,14"
"1712504";"Marianópolis do Tocantins (TO)";"Total";"Total";"11,87"
"1712702";"Mateiros (TO)";"Total";"Total";"11,69"
"1712801";"Maurilândia do Tocantins (TO)";"Total";"Total";"15,88"
"1713205";"Miracema do Tocantins (TO)";"Total";"Total";"13,87"
"1713304";"Miranorte (TO)";"Total";"Total";"2,22"
"1713601";"Monte do Carmo (TO)";"Total";"Total";"19,36"
"1713700";"Monte Santo do Tocantins (TO)";"Total";"Total";"14,72"
"1713809";"Palmeiras do Tocantins (TO)";"Total";"Total";"1,07"
"1713957";"Muricilândia (TO)";"Total";"Total";"15,54"
"1714203";"Natividade (TO)";"Total";"Total";"34,40"
"1714302";"Nazaré (TO)";"Total";"Total";"1,55"
"1714880";"Nova Olinda (TO)";"Total";"Total";"7,32"
"1715002";"Nova Rosalândia (TO)";"Total";"Total";"1,93"
"1715101";"Novo Acordo (TO)";"Total";"Total";"33,21"
"1715150";"Novo Alegre (TO)";"Total";"Total";"17,56"
"1715259";"Novo Jardim (TO)";"Total";"Total";"27,68"
"1715507";"Oliveira de Fátima (TO)";"Total";"Total";"8,78"
"1715705";"Palmeirante (TO)";"Total";"Total";"6,34"
"1715754";"Palmeirópolis (TO)";"Total";"Total";"9,91"
"1716109";"Paraíso do Tocantins (TO)";"Total";"Total";"19,49"
"1716208";"Paranã (TO)";"Total";"Total";"1,11"
"1716307";"Pau D'Arco (TO)";"Total";"Total";"12,69"
"1716505";"Pedro Afonso (TO)";"Total";"Total";"50,67"
"1716604";"Peixe (TO)";"Total";"Total";"21,04"
"1716653";"Pequizeiro (TO)";"Total";"Total";"26,22"
"1716703";"Colméia (TO)";"Total";"Total";"44,47"
"1717008";"Pindorama do Tocantins (TO)";"Total";"Total";"24,02"
"1717206";"Piraquê (TO)";"Total";"Total";"0,46"
"1717503";"Pium (TO)";"Total";"Total";"18,57"
"1717800";"Ponte Alta do Bom Jesus (TO)";"Total";"Total";"1,67"
"1717909";"Ponte Alta do Tocantins (TO)";"Total";"Total";"3,01"
"1718006";"Porto Alegre do Tocantins (TO)";"Total";"Total";"5,29"
"1718204";"Porto Nacional (TO)";"Total";"Total";"64,40"
"1718303";"Praia Norte (TO)";"Total";"Total";"19,73"
"1718402";"Presidente Kennedy (TO)";"Total";"Total";"18,22"
"1718451";"Pugmil (TO)";"Total";"Total";"1,39"
"1718501";"Recursolândia (TO)";"Total";"Total";"10,52"
"1718550";"Riachinho (TO)";"Total";"Total";"2,35"
"1718659";"Rio da Conceição (TO)";"Total";"Total";"40,84"
"1718709";"Rio dos Bois (TO)";"Total";"Total";"2,80"
"1718758";"Rio Sono (TO)";"Total";"Total";"3,27"
"1718808";"Sampaio (TO)";"Total";"Total";"19,76"
"1718840";"Sandolândia (TO)";"Total";"Total";"4,01"
"1718865";"Santa Fé do Araguaia (TO)";"Total";"Total";"26,84"
"1718881";"Santa Maria do Tocantins (TO)";"Total";"Total";"12,87"
"1718899";"Santa Rita do Tocantins (TO)";"Total";"Total";"39,34"
"1718907";"Santa Rosa do Tocantins (TO)";"Total";"Total";"33,83"
"1719004";"Santa Tereza do Tocantins (TO)";"Total";"Total";"1,82"
"1720002";"Santa Terezinha do Tocantins (TO)";"Total";"Total";"0,29"
"1720101";"São Bento do Tocantins (TO)";"Total";"Total";"1,54"
"1720150";"São Félix do Tocantins (TO)";"Total";"Total";"67,54"
"1720200";"São Miguel do Tocantins (TO)";"Total";"Total";"0,22"
"1720259";"São Salvador do Tocantins (TO)";"Total";"Total";"16,22"
"1720309";"São Sebastião do Tocantins (TO)";"Total";"Total";"3,99"
"1720499";"São Valério (TO)";"Total";"Total";"4,91"
"1720655";"Silvanópolis (TO)";"Total";"Total";"0,78"
"1720804";"Sítio Novo do Tocantins (TO)";"Total";"Total";"11,92"
"1720853";"Sucupira (TO)";"Total";"Total";"0,73"
"1720903";"Taguatinga (TO)";"Total";"Total";"12,67"
"1720937";"Taipas do Tocantins (TO)";"Total";"Total";"64,27"
"1720978";"Talismã (TO)";"Total";"Total";"28,38"
"1721000";"Palmas (TO)";"Total";"Total";"65,70"
"1721109";"Tocantínia (TO)";"Total";"Total";"21,55"
"1721208";"Tocantinópolis (TO)";"Total";"Total";"5,26"
"1721257";"Tupirama (TO)";"Total";"Total";"25,10"
"1721307";"Tupiratins (TO)";"Total";"Total";"49,69"
"1722081";"Wanderlândia (TO)";"Total";"Total";"0,72"
"1722107";"Xambioá (TO)";"Total";"Total";"6,50"
"2100055";"Açailândia (MA)";"Total";"Total";"12,69"
"2100105";"Afonso Cunha (MA)";"Total";"Total";"2,61"
"2100154";"Água Doce do Maranhão (MA)";"Total";"Total";"1,03"
"2100204";"Alcântara (MA)";"Total";"Total";"3,87"
"2100303";"Aldeias Altas (MA)";"Total";"Total";"8,17"
"2100402";"Altamira do Maranhão (MA)";"Total";"Total";"3,68"
"2100436";"Alto Alegre do Maranhão (MA)";"Total";"Total";"20,57"
"2100477";"Alto Alegre do Pindaré (MA)";"Total";"Total";"8,64"
"2100501";"Alto Parnaíba (MA)";"Total";"Total";"1,71"
"2100550";"Amapá do Maranhão (MA)";"Total";"Total";"28,08"
"2100600";"Amarante do Maranhão (MA)";"Total";"Total";"3,95"
"2100709";"Anajatuba (MA)";"Total";"Total";"10,11"
"2100808";"Anapurus (MA)";"Total";"Total";"4,81"
"2100832";"Apicum-Açu (MA)";"Total";"Total";"0,77"
"2100873";"Araguanã (MA)";"Total";"Total";"13,29"
"2100907";"Araioses (MA)";"Total";"Total";"14,49"
"2100956";"Arame (MA)";"Total";"Total";"10,06"
"2101004";"Arari (MA)";"Total";"Total";"45,72"
"2101103";"Axixá (MA)";"Total";"Total";"26,95"
"2101202";"Bacabal (MA)";"Total";"Total";"30,21"
"2101251";"Bacabeira (MA)";"Total";"Total";"27,95"
"2101301";"Bacuri (MA)";"Total";"Total";"11,57"
"2101350";"Bacurituba (MA)";"Total";"Total";"0,57"
"2101400";"Balsas (MA)";"Total";"Total";"17,96"
"2101509";"Barão de Grajaú (MA)";"Total";"Total";"5,04"
"2101608";"Barra do Corda (MA)";"Total";"Total";"12,79"
"2101707";"Barreirinhas (MA)";"Total";"Total";"15,38"
"2101731";"Belágua (MA)";"Total";"Total";"2,92"
"2101772";"Bela Vista do Maranhão (MA)";"Total";"Total";"6,21"
"2101806";"Benedito Leite (MA)";"Total";"Total";"31,43"
"2101905";"Bequimão (MA)";"Total";"Total";"4,28"
"2101939";"Bernardo do Mearim (MA)";"Total";"Total";"27,21"
"2101970";"Boa Vista do Gurupi (MA)";"Total";"Total";"4,46"
"2102002";"Bom Jardim (MA)";"Total";"Total";"3,37"
"2102036";"Bom Jesus das Selvas (MA)";"Total";"Total";"21,41"
"2102077";"Bom Lugar (MA)";"Total";"Total";"1,62"
"2102101";"Brejo (MA)";"Total";"Total";"18,72"
"2102150";"Brejo de Areia (MA)";"Total";"Total";"0,24"
"2102200";"Buriti (MA)";"Total";"Total";"4,94"
"2102309";"Buriti Bravo (MA)";"Total";"Total";"6,48"
"2102325";"Buriticupu (MA)";"Total";"Total";"6,00"
"2102358";"Buritirana (MA)";"Total";"Total";"3,87"
"2102374";"Cachoeira Grande (MA)";"Total";"Total";"1,13"
"2102408";"Cajapió (MA)";"Total";"Total";"30,93"
"2102507";"Cajari (MA)";"Total";"Total";"4,16"
"2102556";"Campestre do Maranhão (MA)";"Total";"Total";"1,82"
"2102606";"Cândido Mendes (MA)";"Total";"Total";"15,16"
"2102705";"Cantanhede (MA)";"Total";"Total";"33,10"
"2102754";"Capinzal do Norte (MA)";"Total";"Total";"8,47"
"2102804";"Carolina (MA)";"Total";"Total";"29,94"
"2102903";"Carutapera (MA)";"Total";"Total";"17,85"
"2103000";"Caxias (MA)";"Total";"Total";"26,33"
"2103109";"Cedral (MA)";"Total";"Total";"1,58"
"2103125";"Central do Maranhão (MA)";"Total";"Total";"6,72"
"2103158";"Centro do Guilherme (MA)";"Total";"Total";"6,56"
"2103174";"Centro Novo do Maranhão (MA)";"Total";"Total";"7,60"
"2103208";"Chapadinha (MA)";"Total";"Total";"14,88"
"2103257";"Cidelândia (MA)";"Total";"Total";"0,71"
"2103307";"Codó (MA)";"Total";"Total";"23,40"
"2103406";"Coelho Neto (MA)";"Total";"Total";"6,27"
"2103505";"Colinas (MA)";"Total";"Total";"4,51"
"2103554";"Conceição do Lago-Açu (MA)";"Total";"Total";"2,22"
"2103604";"Coroatá (MA)";"Total";"Total";"19,86"
"2103703";"Cururupu (MA)";"Total";"Total";"2,37"
"2103752";"Davinópolis (MA)";"Total";"Total";"20,80"
"2103802";"Dom Pedro (MA)";"Total";"Total";"15,62"
"2103901";"Duque Bacelar (MA)";"Total";"Total";"37,80"
"2104008";"Esperantinópolis (MA)";"Total";"Total";"13,06"
"2104057";"Estreito (MA)";"Total";"Total";"8,70"
"2104073";"Feira Nova do Maranhão (MA)";"Total";"Total";"5,13"
"2104081";"Fernando Falcão (MA)";"Total";"Total";"-"
"2104099";"Formosa da Serra Negra (MA)";"Total";"Total";"1,75"
"2104107";"Fortaleza dos Nogueiras (MA)";"Total";"Total";"3,33"
"2104206";"Fortuna (MA)";"Total";"Total";"3,18"
"2104305";"Godofredo Viana (MA)";"Total";"Total";"26,52"
"2104404";"Gonçalves Dias (MA)";"Total";"Total";"2,96"
"2104503";"Governador Archer (MA)";"Total";"Total";"7,99"
"2104552";"Governador Edison Lobão (MA)";"Total";"Total";"33,05"
"2104602";"Governador Eugênio Barros (MA)";"Total";"Total";"1,93"
"2104628";"Governador Luiz Rocha (MA)";"Total";"Total";"19,08"
"2104651";"Governador Newton Bello (MA)";"Total";"Total";"2,44"
"2104677";"Governador Nunes Freire (MA)";"Total";"Total";"36,90"
"2104701";"Graça Aranha (MA)";"Total";"Total";"3,30"
"2104800";"Grajaú (MA)";"Total";"Total";"4,55"
"2104909";"Guimarães (MA)";"Total";"Total";"2,29"
"2105005";"Humberto de Campos (MA)";"Total";"Total";"6,72"
"2105104";"Icatu (MA)";"Total";"Total";"4,07"
"2105153";"Igarapé do Meio (MA)";"Total";"Total";"1,29"
"2105203";"Igarapé Grande (MA)";"Total";"Total";"13,31"
"2105302";"Imperatriz (MA)";"Total";"Total";"48,65"
"2105351";"Itaipava do Grajaú (MA)";"Total";"Total";"2,35"
"2105401";"Itapecuru Mirim (MA)";"Total";"Total";"30,05"
"2105427";"Itinga do Maranhão (MA)";"Total";"Total";"7,75"
"2105450";"Jatobá (MA)";"Total";"Total";"28,30"
"2105476";"Jenipapo dos Vieiras (MA)";"Total";"Total";"1,24"
"2105500";"João Lisboa (MA)";"Total";"Total";"7,13"
"2105609";"Joselândia (MA)";"Total";"Total";"1,81"
"2105658";"Junco do Maranhão (MA)";"Total";"Total";"50,61"
"2105708";"Lago da Pedra (MA)";"Total";"Total";"16,62"
"2105807";"Lago do Junco (MA)";"Total";"Total";"18,47"
"2105906";"Lago Verde (MA)";"Total";"Total";"7,22"
"2105922";"Lagoa do Mato (MA)";"Total";"Total";"1,04"
"2105948";"Lago dos Rodrigues (MA)";"Total";"Total";"0,87"
"2105963";"Lagoa Grande do Maranhão (MA)";"Total";"Total";"3,91"
"2105989";"Lajeado Novo (MA)";"Total";"Total";"5,46"
"2106003";"Lima Campos (MA)";"Total";"Total";"8,31"
"2106102";"Loreto (MA)";"Total";"Total";"12,55"
"2106201";"Luís Domingues (MA)";"Total";"Total";"31,82"
"2106300";"Magalhães de Almeida (MA)";"Total";"Total";"20,35"
"2106326";"Maracaçumé (MA)";"Total";"Total";"35,05"
"2106359";"Marajá do Sena (MA)";"Total";"Total";"7,33"
"2106375";"Maranhãozinho (MA)";"Total";"Total";"43,23"
"2106409";"Mata Roma (MA)";"Total";"Total";"12,64"
"2106508";"Matinha (MA)";"Total";"Total";"9,27"
"2106607";"Matões (MA)";"Total";"Total";"4,32"
"2106631";"Matões do Norte (MA)";"Total";"Total";"2,10"
"2106672";"Milagres do Maranhão (MA)";"Total";"Total";"8,84"
"2106706";"Mirador (MA)";"Total";"Total";"1,53"
"2106755";"Miranda do Norte (MA)";"Total";"Total";"6,14"
"2106805";"Mirinzal (MA)";"Total";"Total";"3,44"
"2106904";"Monção (MA)";"Total";"Total";"6,46"
"2107001";"Montes Altos (MA)";"Total";"Total";"5,53"
"2107100";"Morros (MA)";"Total";"Total";"2,70"
"2107209";"Nina Rodrigues (MA)";"Total";"Total";"3,03"
"2107258";"Nova Colinas (MA)";"Total";"Total";"0,59"
"2107308";"Nova Iorque (MA)";"Total";"Total";"14,91"
"2107357";"Nova Olinda do Maranhão (MA)";"Total";"Total";"2,43"
"2107407";"Olho d'Água das Cunhãs (MA)";"Total";"Total";"12,40"
"2107456";"Olinda Nova do Maranhão (MA)";"Total";"Total";"5,92"
"2107506";"Paço do Lumiar (MA)";"Total";"Total";"52,73"
"2107605";"Palmeirândia (MA)";"Total";"Total";"3,03"
"2107704";"Paraibano (MA)";"Total";"Total";"5,77"
"2107803";"Parnarama (MA)";"Total";"Total";"1,04"
"2107902";"Passagem Franca (MA)";"Total";"Total";"1,14"
"2108009";"Pastos Bons (MA)";"Total";"Total";"4,44"
"2108058";"Paulino Neves (MA)";"Total";"Total";"13,29"
"2108108";"Paulo Ramos (MA)";"Total";"Total";"2,27"
"2108207";"Pedreiras (MA)";"Total";"Total";"40,45"
"2108256";"Pedro do Rosário (MA)";"Total";"Total";"3,76"
"2108306";"Penalva (MA)";"Total";"Total";"3,67"
"2108405";"Peri Mirim (MA)";"Total";"Total";"11,84"
"2108454";"Peritoró (MA)";"Total";"Total";"8,39"
"2108504";"Pindaré-Mirim (MA)";"Total";"Total";"6,47"
"2108603";"Pinheiro (MA)";"Total";"Total";"48,67"
"2108702";"Pio XII (MA)";"Total";"Total";"1,76"
"2108801";"Pirapemas (MA)";"Total";"Total";"9,15"
"2108900";"Poção de Pedras (MA)";"Total";"Total";"23,00"
"2109007";"Porto Franco (MA)";"Total";"Total";"3,08"
"2109056";"Porto Rico do Maranhão (MA)";"Total";"Total";"29,55"
"2109106";"Presidente Dutra (MA)";"Total";"Total";"22,81"
"2109205";"Presidente Juscelino (MA)";"Total";"Total";"17,84"
"2109239";"Presidente Médici (MA)";"Total";"Total";"51,12"
"2109270";"Presidente Sarney (MA)";"Total";"Total";"2,10"
"2109304";"Presidente Vargas (MA)";"Total";"Total";"4,14"
"2109403";"Primeira Cruz (MA)";"Total";"Total";"4,39"
"2109452";"Raposa (MA)";"Total";"Total";"16,24"
"2109502";"Riachão (MA)";"Total";"Total";"10,12"
"2109551";"Ribamar Fiquene (MA)";"Total";"Total";"20,78"
"2109601";"Rosário (MA)";"Total";"Total";"7,29"
"2109700";"Sambaíba (MA)";"Total";"Total";"16,14"
"2109759";"Santa Filomena do Maranhão (MA)";"Total";"Total";"10,10"
"2109809";"Santa Helena (MA)";"Total";"Total";"3,92"
"2109908";"Santa Inês (MA)";"Total";"Total";"35,08"
"2110005";"Santa Luzia (MA)";"Total";"Total";"9,29"
"2110039";"Santa Luzia do Paruá (MA)";"Total";"Total";"14,06"
"2110104";"Santa Quitéria do Maranhão (MA)";"Total";"Total";"2,99"
"2110203";"Santa Rita (MA)";"Total";"Total";"12,05"
"2110237";"Santana do Maranhão (MA)";"Total";"Total";"8,07"
"2110278";"Santo Amaro do Maranhão (MA)";"Total";"Total";"0,89"
"2110302";"Santo Antônio dos Lopes (MA)";"Total";"Total";"4,82"
"2110401";"São Benedito do Rio Preto (MA)";"Total";"Total";"21,13"
"2110500";"São Bento (MA)";"Total";"Total";"9,43"
"2110609";"São Bernardo (MA)";"Total";"Total";"11,07"
"2110658";"São Domingos do Azeitão (MA)";"Total";"Total";"0,89"
"2110708";"São Domingos do Maranhão (MA)";"Total";"Total";"17,89"
"2110807";"São Félix de Balsas (MA)";"Total";"Total";"0,99"
"2110856";"São Francisco do Brejão (MA)";"Total";"Total";"8,78"
"2110906";"São Francisco do Maranhão (MA)";"Total";"Total";"1,06"
"2111003";"São João Batista (MA)";"Total";"Total";"22,67"
"2111029";"São João do Carú (MA)";"Total";"Total";"0,96"
"2111052";"São João do Paraíso (MA)";"Total";"Total";"2,47"
"2111078";"São João do Soter (MA)";"Total";"Total";"2,54"
"2111102";"São João dos Patos (MA)";"Total";"Total";"1,16"
"2111201";"São José de Ribamar (MA)";"Total";"Total";"43,24"
"2111250";"São José dos Basílios (MA)";"Total";"Total";"1,18"
"2111300";"São Luís (MA)";"Total";"Total";"63,51"
"2111409";"São Luís Gonzaga do Maranhão (MA)";"Total";"Total";"8,80"
"2111508";"São Mateus do Maranhão (MA)";"Total";"Total";"6,50"
"2111532";"São Pedro da Água Branca (MA)";"Total";"Total";"2,95"
"2111573";"São Pedro dos Crentes (MA)";"Total";"Total";"0,27"
"2111607";"São Raimundo das Mangabeiras (MA)";"Total";"Total";"5,52"
"2111631";"São Raimundo do Doca Bezerra (MA)";"Total";"Total";"13,75"
"2111672";"São Roberto (MA)";"Total";"Total";"24,09"
"2111706";"São Vicente Ferrer (MA)";"Total";"Total";"4,28"
"2111722";"Satubinha (MA)";"Total";"Total";"4,00"
"2111748";"Senador Alexandre Costa (MA)";"Total";"Total";"2,13"
"2111763";"Senador La Rocque (MA)";"Total";"Total";"17,81"
"2111789";"Serrano do Maranhão (MA)";"Total";"Total";"0,40"
"2111805";"Sítio Novo (MA)";"Total";"Total";"3,42"
"2111904";"Sucupira do Norte (MA)";"Total";"Total";"1,11"
"2111953";"Sucupira do Riachão (MA)";"Total";"Total";"0,83"
"2112001";"Tasso Fragoso (MA)";"Total";"Total";"1,81"
"2112100";"Timbiras (MA)";"Total";"Total";"13,25"
"2112209";"Timon (MA)";"Total";"Total";"37,38"
"2112233";"Trizidela do Vale (MA)";"Total";"Total";"14,64"
"2112274";"Tufilândia (MA)";"Total";"Total";"5,17"
"2112308";"Tuntum (MA)";"Total";"Total";"11,43"
"2112407";"Turiaçu (MA)";"Total";"Total";"6,48"
"2112456";"Turilândia (MA)";"Total";"Total";"6,32"
"2112506";"Tutóia (MA)";"Total";"Total";"2,85"
"2112605";"Urbano Santos (MA)";"Total";"Total";"19,19"
"2112704";"Vargem Grande (MA)";"Total";"Total";"17,71"
"2112803";"Viana (MA)";"Total";"Total";"27,79"
"2112852";"Vila Nova dos Martírios (MA)";"Total";"Total";"0,84"
"2112902";"Vitória do Mearim (MA)";"Total";"Total";"18,79"
"2113009";"Vitorino Freire (MA)";"Total";"Total";"10,37"
"2114007";"Zé Doca (MA)";"Total";"Total";"9,34"
"2200053";"Acauã (PI)";"Total";"Total";"1,44"
"2200103";"Agricolândia (PI)";"Total";"Total";"54,79"
"2200202";"Água Branca (PI)";"Total";"Total";"2,07"
"2200251";"Alagoinha do Piauí (PI)";"Total";"Total";"7,33"
"2200277";"Alegrete do Piauí (PI)";"Total";"Total";"2,02"
"2200301";"Alto Longá (PI)";"Total";"Total";"4,29"
"2200400";"Altos (PI)";"Total";"Total";"7,15"
"2200459";"Alvorada do Gurguéia (PI)";"Total";"Total";"1,08"
"2200509";"Amarante (PI)";"Total";"Total";"9,42"
"2200608";"Angical do Piauí (PI)";"Total";"Total";"7,80"
"2200707";"Anísio de Abreu (PI)";"Total";"Total";"15,18"
"2200806";"Antônio Almeida (PI)";"Total";"Total";"13,26"
"2200905";"Aroazes (PI)";"Total";"Total";"1,43"
"2200954";"Aroeiras do Itaim (PI)";"Total";"Total";"10,46"
"2201002";"Arraial (PI)";"Total";"Total";"10,08"
"2201051";"Assunção do Piauí (PI)";"Total";"Total";"13,19"
"2201101";"Avelino Lopes (PI)";"Total";"Total";"1,26"
"2201150";"Baixa Grande do Ribeiro (PI)";"Total";"Total";"1,71"
"2201176";"Barra D'Alcântara (PI)";"Total";"Total";"0,76"
"2201200";"Barras (PI)";"Total";"Total";"24,13"
"2201309";"Barreiras do Piauí (PI)";"Total";"Total";"0,50"
"2201408";"Barro Duro (PI)";"Total";"Total";"63,77"
"2201507";"Batalha (PI)";"Total";"Total";"24,83"
"2201556";"Bela Vista do Piauí (PI)";"Total";"Total";"33,44"
"2201572";"Belém do Piauí (PI)";"Total";"Total";"25,94"
"2201606";"Beneditinos (PI)";"Total";"Total";"38,11"
"2201705";"Bertolínia (PI)";"Total";"Total";"1,17"
"2201739";"Betânia do Piauí (PI)";"Total";"Total";"0,06"
"2201770";"Boa Hora (PI)";"Total";"Total";"18,09"
"2201804";"Bocaina (PI)";"Total";"Total";"22,78"
"2201903";"Bom Jesus (PI)";"Total";"Total";"9,40"
"2201919";"Bom Princípio do Piauí (PI)";"Total";"Total";"20,12"
"2201929";"Bonfim do Piauí (PI)";"Total";"Total";"1,58"
"2201945";"Boqueirão do Piauí (PI)";"Total";"Total";"8,75"
"2201960";"Brasileira (PI)";"Total";"Total";"26,60"
"2201988";"Brejo do Piauí (PI)";"Total";"Total";"-"
"2202000";"Buriti dos Lopes (PI)";"Total";"Total";"30,73"
"2202026";"Buriti dos Montes (PI)";"Total";"Total";"40,56"
"2202059";"Cabeceiras do Piauí (PI)";"Total";"Total";"32,08"
"2202075";"Cajazeiras do Piauí (PI)";"Total";"Total";"46,77"
"2202083";"Cajueiro da Praia (PI)";"Total";"Total";"12,86"
"2202091";"Caldeirão Grande do Piauí (PI)";"Total";"Total";"0,13"
"2202109";"Campinas do Piauí (PI)";"Total";"Total";"1,22"
"2202117";"Campo Alegre do Fidalgo (PI)";"Total";"Total";"0,16"
"2202133";"Campo Grande do Piauí (PI)";"Total";"Total";"11,63"
"2202174";"Campo Largo do Piauí (PI)";"Total";"Total";"0,83"
"2202208";"Campo Maior (PI)";"Total";"Total";"28,93"
"2202251";"Canavieira (PI)";"Total";"Total";"9,73"
"2202307";"Canto do Buriti (PI)";"Total";"Total";"2,81"
"2202406";"Capitão de Campos (PI)";"Total";"Total";"7,67"
"2202455";"Capitão Gervásio Oliveira (PI)";"Total";"Total";"4,37"
"2202505";"Caracol (PI)";"Total";"Total";"31,56"
"2202539";"Caraúbas do Piauí (PI)";"Total";"Total";"27,60"
"2202554";"Caridade do Piauí (PI)";"Total";"Total";"0,08"
"2202604";"Castelo do Piauí (PI)";"Total";"Total";"17,20"
"2202653";"Caxingó (PI)";"Total";"Total";"27,62"
"2202703";"Cocal (PI)";"Total";"Total";"0,58"
"2202711";"Cocal de Telha (PI)";"Total";"Total";"32,23"
"2202729";"Cocal dos Alves (PI)";"Total";"Total";"11,90"
"2202737";"Coivaras (PI)";"Total";"Total";"5,02"
"2202752";"Colônia do Gurguéia (PI)";"Total";"Total";"1,83"
"2202778";"Colônia do Piauí (PI)";"Total";"Total";"0,90"
"2202802";"Conceição do Canindé (PI)";"Total";"Total";"51,49"
"2202851";"Coronel José Dias (PI)";"Total";"Total";"19,56"
"2202901";"Corrente (PI)";"Total";"Total";"12,86"
"2203008";"Cristalândia do Piauí (PI)";"Total";"Total";"1,24"
"2203107";"Cristino Castro (PI)";"Total";"Total";"1,90"
"2203206";"Curimatá (PI)";"Total";"Total";"4,95"
"2203230";"Currais (PI)";"Total";"Total";"0,44"
"2203255";"Curralinhos (PI)";"Total";"Total";"41,20"
"2203271";"Curral Novo do Piauí (PI)";"Total";"Total";"0,42"
"2203305";"Demerval Lobão (PI)";"Total";"Total";"2,03"
"2203354";"Dirceu Arcoverde (PI)";"Total";"Total";"0,75"
"2203404";"Dom Expedito Lopes (PI)";"Total";"Total";"3,49"
"2203420";"Domingos Mourão (PI)";"Total";"Total";"44,15"
"2203453";"Dom Inocêncio (PI)";"Total";"Total";"6,41"
"2203503";"Elesbão Veloso (PI)";"Total";"Total";"53,17"
"2203602";"Eliseu Martins (PI)";"Total";"Total";"36,93"
"2203701";"Esperantina (PI)";"Total";"Total";"3,72"
"2203750";"Fartura do Piauí (PI)";"Total";"Total";"1,52"
"2203800";"Flores do Piauí (PI)";"Total";"Total";"33,23"
"2203859";"Floresta do Piauí (PI)";"Total";"Total";"1,35"
"2203909";"Floriano (PI)";"Total";"Total";"32,79"
"2204006";"Francinópolis (PI)";"Total";"Total";"0,85"
"2204105";"Francisco Ayres (PI)";"Total";"Total";"30,39"
"2204154";"Francisco Macedo (PI)";"Total";"Total";"1,53"
"2204204";"Francisco Santos (PI)";"Total";"Total";"7,90"
"2204303";"Fronteiras (PI)";"Total";"Total";"43,79"
"2204352";"Geminiano (PI)";"Total";"Total";"8,06"
"2204402";"Gilbués (PI)";"Total";"Total";"3,29"
"2204501";"Guadalupe (PI)";"Total";"Total";"29,51"
"2204550";"Guaribas (PI)";"Total";"Total";"29,94"
"2204600";"Hugo Napoleão (PI)";"Total";"Total";"43,56"
"2204659";"Ilha Grande (PI)";"Total";"Total";"5,05"
"2204709";"Inhuma (PI)";"Total";"Total";"5,14"
"2204808";"Ipiranga do Piauí (PI)";"Total";"Total";"1,80"
"2204907";"Isaías Coelho (PI)";"Total";"Total";"2,14"
"2205003";"Itainópolis (PI)";"Total";"Total";"5,84"
"2205102";"Itaueira (PI)";"Total";"Total";"15,91"
"2205151";"Jacobina do Piauí (PI)";"Total";"Total";"14,42"
"2205201";"Jaicós (PI)";"Total";"Total";"7,35"
"2205250";"Jardim do Mulato (PI)";"Total";"Total";"0,16"
"2205276";"Jatobá do Piauí (PI)";"Total";"Total";"11,62"
"2205300";"Jerumenha (PI)";"Total";"Total";"36,66"
"2205359";"João Costa (PI)";"Total";"Total";"17,06"
"2205409";"Joaquim Pires (PI)";"Total";"Total";"10,05"
"2205458";"Joca Marques (PI)";"Total";"Total";"6,32"
"2205508";"José de Freitas (PI)";"Total";"Total";"38,78"
"2205516";"Juazeiro do Piauí (PI)";"Total";"Total";"23,37"
"2205524";"Júlio Borges (PI)";"Total";"Total";"4,12"
"2205532";"Jurema (PI)";"Total";"Total";"15,40"
"2205540";"Lagoinha do Piauí (PI)";"Total";"Total";"2,06"
"2205557";"Lagoa Alegre (PI)";"Total";"Total";"41,06"
"2205565";"Lagoa do Barro do Piauí (PI)";"Total";"Total";"0,69"
"2205573";"Lagoa de São Francisco (PI)";"Total";"Total";"3,07"
"2205581";"Lagoa do Piauí (PI)";"Total";"Total";"0,47"
"2205599";"Lagoa do Sítio (PI)";"Total";"Total";"7,87"
"2205607";"Landri Sales (PI)";"Total";"Total";"2,41"
"2205706";"Luís Correia (PI)";"Total";"Total";"16,02"
"2205805";"Luzilândia (PI)";"Total";"Total";"15,44"
"2205854";"Madeiro (PI)";"Total";"Total";"32,46"
"2205904";"Manoel Emídio (PI)";"Total";"Total";"0,58"
"2205953";"Marcolândia (PI)";"Total";"Total";"0,18"
"2206001";"Marcos Parente (PI)";"Total";"Total";"4,37"
"2206050";"Massapê do Piauí (PI)";"Total";"Total";"0,12"
"2206100";"Matias Olímpio (PI)";"Total";"Total";"16,47"
"2206209";"Miguel Alves (PI)";"Total";"Total";"9,73"
